P_CODE,VDC_NAME,DISTRICT,REGION,Hazard (Intensity),Exposure,Housing,Poverty,Vulnerability,Severity,Severity Normalized,Severity category,Severity_Category,Severity_Smoothed
C-BAG-23-044,Mahankal,Sindhupalchok,Central,0.9,0.05,6.85,6.57,6.71,0.67,1.3731,Medium-High,Low,0.67
W-GAN-36-024,Gakhu,Gorkha,Western,1.68,0.03,6.44,5.21,5.83,0.67,1.3721,Medium-High,Low,0.67
W-GAN-36-042,Manbu,Gorkha,Western,0.83,0.06,6.44,5.21,5.83,0.67,1.3688,Medium-High,Low,0.67
C-BAG-27-002,Baad Bhanjyang,Kathmandu,Central,1.44,0.04,8.86,1.82,5.34,0.67,1.3683,Medium-High,Low,0.67
C-NAR-31-042,Sukaura,Makwanpur,Central,1.9,0.04,4.99,3.64,4.32,0.67,1.3682,Medium-High,Low,0.67
C-BAG-30-038,ReeGaun,Dhading,Central,0.88,0.06,6.82,5.15,5.99,0.67,1.3642,Medium-High,Low,0.67
C-JAN-18-028,Gaushala,Mahottari,Central,0.26,0.18,4.33,8.62,6.48,0.66,1.3618,Medium-High,Low,0.6679999999999999
C-JAN-21-024,Hiledevi,Ramechhap,Central,1.42,0.03,7.16,6.06,6.61,0.66,1.3608,Medium-High,Low,0.666
C-BAG-24-082,SathigharBhagawati,Kavrepalanchok,Central,2.19,0.03,6.46,3.31,4.88,0.66,1.3603,Medium-High,Low,0.664
C-BAG-30-031,Mulpani,Dhading,Central,1.5,0.03,6.82,5.15,5.99,0.66,1.3597,Medium-High,Low,0.6620000000000001
C-JAN-21-019,Goswara,Ramechhap,Central,1.18,0.04,7.16,6.06,6.61,0.66,1.3597,Medium-High,Low,0.66
W-GAN-40-022,Lekhnath N. P.,Kaski,Western,0.13,0.6,7.44,0.0,3.72,0.66,1.3596,Medium-High,Low,0.66
C-BAG-27-043,NaikapPuranoBhanjya,Kathmandu,Central,1.17,0.05,8.86,1.82,5.34,0.66,1.3593,Medium-High,Low,0.66
C-BAG-30-030,Marpak,Dhading,Central,1.3,0.04,6.82,5.15,5.99,0.66,1.3593,Medium-High,Low,0.66
C-BAG-25-022,Ikudol,Lalitpur,Central,3.27,0.02,8.4,0.82,4.61,0.66,1.3587,Medium-High,Low,0.66
C-NAR-32-069,Paurai,Rautahat,Central,0.44,0.1,4.38,9.14,6.76,0.66,1.3581,Medium-High,Low,0.66
W-GAN-38-035,Purkot,Tanahu,Western,0.74,0.07,6.43,4.04,5.24,0.66,1.3526,Medium-High,Low,0.66
C-JAN-19-036,Hajariya,Sarlahi,Central,0.27,0.17,4.21,8.35,6.28,0.66,1.3505,Medium-High,Low,0.66
C-BAG-29-001,Bhorle,Rasuwa,Central,0.75,0.06,5.46,7.86,6.66,0.66,1.3487,Medium-High,Low,0.66
C-JAN-21-055,Tokarpur,Ramechhap,Central,1.19,0.04,7.16,6.06,6.61,0.66,1.3483,Medium-High,Low,0.66
C-BAG-24-042,KhaharePangu,Kavrepalanchok,Central,2.36,0.02,6.46,3.31,4.88,0.66,1.3457,Medium-High,Low,0.66
C-BAG-27-029,Kabhresthali,Kathmandu,Central,1.08,0.05,8.86,1.82,5.34,0.66,1.3439,Medium-High,Low,0.66
C-BAG-28-044,Ralukadevi,Nuwakot,Central,1.02,0.05,5.91,5.85,5.88,0.65,1.343,Medium-High,Low,0.658
C-BAG-23-030,Ichok,Sindhupalchok,Central,0.76,0.06,6.85,6.57,6.71,0.65,1.3425,Medium-High,Low,0.6559999999999999
W-GAN-36-030,Harmhi,Gorkha,Western,1.34,0.04,6.44,5.21,5.83,0.65,1.3366,Medium-High,Low,0.6540000000000001
C-BAG-24-020,DaraunePokhari,Kavrepalanchok,Central,2.06,0.03,6.46,3.31,4.88,0.65,1.3364,Medium-High,Low,0.652
C-BAG-30-050,Tripureswor,Dhading,Central,1.33,0.03,6.82,5.15,5.99,0.65,1.3363,Medium-High,Low,0.65
C-BAG-25-006,Bukhel,Lalitpur,Central,3.43,0.02,8.4,0.82,4.61,0.65,1.3342,Medium-High,Low,0.65
C-JAN-22-036,MagaPauwa,Dolakha,Central,1.36,0.03,7.53,5.86,6.7,0.65,1.3332,Medium-High,Low,0.65
C-BAG-28-026,Kabilas,Nuwakot,Central,1.12,0.04,5.91,5.85,5.88,0.65,1.3324,Medium-High,Low,0.65
W-GAN-36-044,Muchhok,Gorkha,Western,1.21,0.04,6.44,5.21,5.83,0.65,1.3322,Medium-High,Low,0.65
C-BAG-23-031,Irkhu,Sindhupalchok,Central,1.16,0.04,6.85,6.57,6.71,0.65,1.3319,Medium-High,Low,0.65
C-JAN-21-040,Phulasi,Ramechhap,Central,0.7,0.06,7.16,6.06,6.61,0.65,1.3298,Medium-High,Low,0.65
C-BAG-30-009,Darkha,Dhading,Central,0.84,0.05,6.82,5.15,5.99,0.65,1.3298,Medium-High,Low,0.65
C-JAN-19-003,Atrouli,Sarlahi,Central,0.65,0.07,4.21,8.35,6.28,0.65,1.3272,Medium-High,Low,0.65
C-BAG-29-009,Dhaibung,Rasuwa,Central,0.81,0.05,5.46,7.86,6.66,0.65,1.3269,Medium-High,Low,0.65
C-JAN-22-016,Fasku,Dolakha,Central,0.91,0.04,7.53,5.86,6.7,0.65,1.3257,Medium-High,Low,0.65
C-BAG-25-011,Choughare,Lalitpur,Central,3.03,0.02,8.4,0.82,4.61,0.65,1.3255,Medium-High,Low,0.65
C-BAG-23-059,Sanusiruwari,Sindhupalchok,Central,1.19,0.03,6.85,6.57,6.71,0.65,1.3243,Medium-High,Low,0.65
C-JAN-22-046,Sailungeswor,Dolakha,Central,0.95,0.04,7.53,5.86,6.7,0.64,1.3226,Medium-High,Low,0.648
C-BAG-25-032,Manikhel,Lalitpur,Central,2.91,0.02,8.4,0.82,4.61,0.64,1.3216,Medium-High,Low,0.6460000000000001
C-BAG-24-003,Balting,Kavrepalanchok,Central,2.06,0.03,6.46,3.31,4.88,0.64,1.3216,Medium-High,Low,0.6439999999999999
C-BAG-23-018,Fulpingdandagau,Sindhupalchok,Central,0.81,0.05,6.85,6.57,6.71,0.64,1.3199,Medium-High,Low,0.642
C-JAN-21-015,Doramba,Ramechhap,Central,1.2,0.03,7.16,6.06,6.61,0.64,1.3178,Medium-High,Low,0.64
C-BAG-24-040,KatunjeBesi,Kavrepalanchok,Central,2.21,0.02,6.46,3.31,4.88,0.64,1.3177,Medium-High,Low,0.64
W-GAN-36-057,Swara,Gorkha,Western,1.19,0.04,6.44,5.21,5.83,0.64,1.3163,Medium-High,Low,0.64
C-JAN-19-090,Sasapur,Sarlahi,Central,0.63,0.07,4.21,8.35,6.28,0.64,1.3088,Medium-High,Low,0.64
C-BAG-23-061,Sikharpur,Sindhupalchok,Central,1.46,0.03,6.85,6.57,6.71,0.64,1.3057,Medium-High,Low,0.64
C-BAG-29-010,Laharepouwa,Rasuwa,Central,0.83,0.05,5.46,7.86,6.66,0.64,1.3043,Medium-High,Low,0.64
C-JAN-22-019,GhangSukathokar,Dolakha,Central,0.88,0.04,7.53,5.86,6.7,0.64,1.3028,Medium-High,Low,0.64
C-BAG-23-008,Batase,Sindhupalchok,Central,0.76,0.05,6.85,6.57,6.71,0.63,1.3021,Medium-High,Low,0.6380000000000001
C-BAG-25-016,Dukuchhap,Lalitpur,Central,2.02,0.03,8.4,0.82,4.61,0.63,1.3001,Medium-High,Low,0.636
C-NAR-31-009,Budhichaur,Makwanpur,Central,2.76,0.02,4.99,3.64,4.32,0.63,1.2997,Medium-High,Low,0.634
C-BAG-27-047,Sangla,Kathmandu,Central,1.27,0.04,8.86,1.82,5.34,0.63,1.2954,Medium-High,Low,0.632
C-JAN-19-039,Haripurwa,Sarlahi,Central,0.25,0.16,4.21,8.35,6.28,0.63,1.2949,Medium-High,Low,0.63
C-JAN-22-028,Katakuti,Dolakha,Central,0.98,0.04,7.53,5.86,6.7,0.63,1.2948,Medium-High,Low,0.63
W-LUM-48-053,Rajahar,Nawalparasi,Western,0.48,0.11,5.61,3.51,4.56,0.63,1.2929,Medium-High,Low,0.63
C-NAR-32-047,Kakanpur,Rautahat,Central,0.36,0.1,4.38,9.14,6.76,0.63,1.2915,Medium-High,Low,0.63
C-BAG-28-028,Kalikahalde,Nuwakot,Central,1.14,0.04,5.91,5.85,5.88,0.63,1.2901,Medium-High,Low,0.63
C-BAG-28-005,Betini,Nuwakot,Central,0.94,0.04,5.91,5.85,5.88,0.63,1.2889,Medium-High,Low,0.63
C-BAG-28-036,Lachyang,Nuwakot,Central,0.92,0.05,5.91,5.85,5.88,0.63,1.2879,Medium-High,Low,0.63
W-GAN-36-067,Warpak,Gorkha,Western,0.83,0.05,6.44,5.21,5.83,0.63,1.2869,Medium-High,Low,0.63
C-JAN-22-042,Namdu,Dolakha,Central,0.72,0.05,7.53,5.86,6.7,0.63,1.284,Medium-High,Low,0.63
C-BAG-27-035,Machhegaun,Kathmandu,Central,1.16,0.04,8.86,1.82,5.34,0.63,1.2819,Medium-High,Low,0.63
C-BAG-27-025,Indrayani,Kathmandu,Central,1.32,0.03,8.86,1.82,5.34,0.62,1.2804,Medium-High,Low,0.6279999999999999
C-JAN-19-044,Jabdi,Sarlahi,Central,0.43,0.09,4.21,8.35,6.28,0.62,1.2801,Medium-High,Low,0.626
C-BAG-25-001,Asrang,Lalitpur,Central,3.59,0.01,8.4,0.82,4.61,0.62,1.274,Medium-High,Low,0.624
C-JAN-22-032,LakuriDada,Dolakha,Central,0.94,0.04,7.53,5.86,6.7,0.62,1.2731,Medium-High,Low,0.6220000000000001
C-NAR-33-075,Piparabirta,Bara,Central,0.16,0.24,4.93,7.2,6.06,0.62,1.2709,Medium-High,Low,0.62
C-BAG-24-016,Chyamrangbesi,Kavrepalanchok,Central,2.9,0.02,6.46,3.31,4.88,0.62,1.2678,Medium-High,Low,0.62
C-JAN-21-005,Bhatauli,Ramechhap,Central,0.88,0.04,7.16,6.06,6.61,0.62,1.2659,Medium-High,Low,0.62
C-BAG-24-078,Saping,Kavrepalanchok,Central,1.45,0.03,6.46,3.31,4.88,0.62,1.2653,Medium-High,Low,0.62
C-BAG-24-069,PokhariNarayansthan,Kavrepalanchok,Central,1.59,0.03,6.46,3.31,4.88,0.62,1.2652,Medium-High,Low,0.62
C-JAN-18-076,Sundarpur,Mahottari,Central,0.25,0.15,4.33,8.62,6.48,0.62,1.2643,Medium-High,Low,0.62
C-NAR-35-036,Sibanagar,Chitawan,Central,0.75,0.08,5.38,2.53,3.96,0.62,1.2629,Medium-High,Low,0.62
W-GAN-36-031,Jaubari,Gorkha,Western,1.31,0.03,6.44,5.21,5.83,0.62,1.2619,Medium-High,Low,0.62
C-BAG-23-035,Kadambas,Sindhupalchok,Central,1.0,0.03,6.85,6.57,6.71,0.62,1.2615,Medium-High,Low,0.62
C-BAG-23-066,SyauleBazar,Sindhupalchok,Central,0.93,0.04,6.85,6.57,6.71,0.62,1.2614,Medium-High,Low,0.62
C-JAN-19-081,Rajghat,Sarlahi,Central,0.35,0.1,4.21,8.35,6.28,0.61,1.2612,Medium-High,Low,0.618
C-BAG-25-020,Gotikhel,Lalitpur,Central,2.65,0.02,8.4,0.82,4.61,0.61,1.2609,Medium-High,Low,0.616
C-BAG-27-001,Aalapot,Kathmandu,Central,1.34,0.03,8.86,1.82,5.34,0.61,1.2596,Medium-High,Low,0.614
C-BAG-25-041,Thuladurlung,Lalitpur,Central,3.3,0.02,8.4,0.82,4.61,0.61,1.2582,Medium-High,Low,0.612
W-GAN-36-065,Thumi,Gorkha,Western,0.86,0.05,6.44,5.21,5.83,0.61,1.257,Medium-High,Low,0.61
C-JAN-19-011,Basantapur,Sarlahi,Central,0.29,0.13,4.21,8.35,6.28,0.61,1.2559,Medium-High,Low,0.61
C-BAG-27-027,Jitpurphedi,Kathmandu,Central,0.81,0.05,8.86,1.82,5.34,0.61,1.2548,Medium-High,Low,0.61
C-JAN-19-058,LaxmipurKodraha,Sarlahi,Central,0.37,0.1,4.21,8.35,6.28,0.61,1.2539,Medium-High,Low,0.61
C-JAN-21-004,Bhadaure,Ramechhap,Central,1.36,0.03,7.16,6.06,6.61,0.61,1.2537,Medium-High,Low,0.61
W-GAN-36-064,Thalajung,Gorkha,Western,1.4,0.03,6.44,5.21,5.83,0.61,1.2536,Medium-High,Low,0.61
W-GAN-38-023,Ghasikuwa,Tanahu,Western,0.54,0.08,6.43,4.04,5.24,0.61,1.2535,Medium-High,Low,0.61
C-JAN-22-044,Pawati,Dolakha,Central,0.73,0.05,7.53,5.86,6.7,0.61,1.2529,Medium-High,Low,0.61
C-BAG-28-060,Thaprek,Nuwakot,Central,0.96,0.04,5.91,5.85,5.88,0.61,1.2527,Medium-High,Low,0.61
W-GAN-36-055,Simjung,Gorkha,Western,1.02,0.04,6.44,5.21,5.83,0.61,1.251,Medium-High,Low,0.61
C-BAG-28-012,Chaturale,Nuwakot,Central,1.16,0.03,5.91,5.85,5.88,0.61,1.2486,Medium-High,Low,0.61
C-BAG-28-006,Bhadratar,Nuwakot,Central,1.16,0.03,5.91,5.85,5.88,0.61,1.2485,Medium-High,Low,0.61
W-LUM-48-002,Amarapuri,Nawalparasi,Western,0.55,0.09,5.61,3.51,4.56,0.61,1.2477,Medium-High,Low,0.61
C-BAG-23-039,Kubhinde,Sindhupalchok,Central,1.08,0.03,6.85,6.57,6.71,0.61,1.2465,Medium-High,Low,0.61
C-BAG-30-044,Semjong,Dhading,Central,1.11,0.03,6.82,5.15,5.99,0.61,1.2459,Medium-High,Low,0.61
C-BAG-24-053,Mahadevtar,Kavrepalanchok,Central,2.15,0.02,6.46,3.31,4.88,0.61,1.2455,Medium-High,Low,0.61
C-JAN-18-041,Laximiniya,Mahottari,Central,0.31,0.11,4.33,8.62,6.48,0.61,1.2436,Medium-High,Low,0.61
W-GAN-37-016,Chakratirtha,Lamjung,Western,0.94,0.05,5.98,3.2,4.59,0.61,1.2428,Medium-High,Low,0.61
C-NAR-32-033,GaurN.P.,Rautahat,Central,0.09,0.36,4.38,9.14,6.76,0.61,1.2416,Medium-High,Low,0.61
C-JAN-20-036,Majhuwa,Sindhuli,Central,1.54,0.02,5.19,6.55,5.87,0.61,1.2409,Medium-High,Low,0.61
C-BAG-25-015,Dhusel,Lalitpur,Central,3.07,0.02,8.4,0.82,4.61,0.6,1.2361,Medium-High,Low,0.608
C-BAG-23-068,Tatopani,Sindhupalchok,Central,0.47,0.07,6.85,6.57,6.71,0.6,1.2359,Medium-High,Low,0.606
C-NAR-35-027,Meghauli,Chitawan,Central,0.38,0.15,5.38,2.53,3.96,0.6,1.2348,Medium-High,Low,0.6039999999999999
C-JAN-19-005,Babarganj,Sarlahi,Central,0.28,0.12,4.21,8.35,6.28,0.6,1.2345,Medium-High,Low,0.602
C-BAG-28-017,Deurali,Nuwakot,Central,0.99,0.04,5.91,5.85,5.88,0.6,1.2339,Medium-High,Low,0.6
C-BAG-24-039,KartikeDeurali,Kavrepalanchok,Central,1.42,0.03,6.46,3.31,4.88,0.6,1.2336,Medium-High,Low,0.6
C-BAG-24-068,PokhariChauri,Kavrepalanchok,Central,1.37,0.03,6.46,3.31,4.88,0.6,1.2334,Medium-High,Low,0.6
C-BAG-23-001,Atarpur,Sindhupalchok,Central,1.45,0.02,6.85,6.57,6.71,0.6,1.2334,Medium-High,Low,0.6
C-BAG-24-014,ChandeniMandan,Kavrepalanchok,Central,1.33,0.03,6.46,3.31,4.88,0.6,1.2332,Medium-High,Low,0.6
C-BAG-23-005,Baramchi,Sindhupalchok,Central,0.97,0.03,6.85,6.57,6.71,0.6,1.233,Medium-High,Low,0.6
C-BAG-25-026,Khokana,Lalitpur,Central,0.93,0.05,8.4,0.82,4.61,0.6,1.2326,Medium-High,Low,0.6
C-JAN-19-048,Kabilasi,Sarlahi,Central,0.28,0.12,4.21,8.35,6.28,0.6,1.232,Medium-High,Low,0.6
C-BAG-23-071,Thakani,Sindhupalchok,Central,0.91,0.04,6.85,6.57,6.71,0.6,1.2295,Medium-High,Low,0.6
C-BAG-23-050,Nawalpur,Sindhupalchok,Central,0.9,0.04,6.85,6.57,6.71,0.6,1.2284,Medium-High,Low,0.6
C-BAG-27-012,ChouketarDahachok,Kathmandu,Central,0.97,0.04,8.86,1.82,5.34,0.6,1.2271,Medium-High,Low,0.6
C-BAG-24-070,PuranogaunDapcha,Kavrepalanchok,Central,2.15,0.02,6.46,3.31,4.88,0.6,1.2262,Medium-High,Low,0.6
C-BAG-24-048,KuruwasChapakhori,Kavrepalanchok,Central,1.55,0.03,6.46,3.31,4.88,0.6,1.2256,Medium-High,Low,0.6
C-JAN-19-089,Shankarpur,Sarlahi,Central,0.38,0.09,4.21,8.35,6.28,0.6,1.2252,Medium-High,Low,0.6
C-BAG-30-017,Jharlang,Dhading,Central,0.83,0.04,6.82,5.15,5.99,0.6,1.223,Medium-High,Low,0.6
C-JAN-18-009,Bardibas,Mahottari,Central,0.25,0.13,4.33,8.62,6.48,0.6,1.2227,Medium-High,Low,0.6
C-JAN-21-033,Makadum,Ramechhap,Central,1.63,0.02,7.16,6.06,6.61,0.6,1.2219,Medium-High,Low,0.6
C-JAN-19-074,Noukailawa,Sarlahi,Central,0.25,0.13,4.21,8.35,6.28,0.59,1.2194,Medium-High,Low,0.598
C-BAG-24-022,Devitar,Kavrepalanchok,Central,1.58,0.03,6.46,3.31,4.88,0.59,1.2173,Medium-High,Low,0.5959999999999999
C-BAG-30-003,Baseri,Dhading,Central,0.93,0.04,6.82,5.15,5.99,0.59,1.2153,Medium-High,Low,0.5940000000000001
W-GAN-36-006,Baguwa,Gorkha,Western,1.76,0.02,6.44,5.21,5.83,0.59,1.2135,Medium-High,Low,0.592
W-GAN-36-029,Hanspur,Gorkha,Western,0.94,0.04,6.44,5.21,5.83,0.59,1.2121,Medium-High,Low,0.59
C-NAR-31-011,Churiyamai,Makwanpur,Central,0.33,0.15,4.99,3.64,4.32,0.59,1.2113,Medium-High,Low,0.59
C-BAG-23-027,Hagam,Sindhupalchok,Central,0.78,0.04,6.85,6.57,6.71,0.59,1.2109,Medium-High,Low,0.59
W-GAN-36-060,Takumajhalakuribot,Gorkha,Western,1.54,0.02,6.44,5.21,5.83,0.59,1.2085,Medium-High,Low,0.59
W-GAN-36-048,Panchkhuwadeurali,Gorkha,Western,1.61,0.02,6.44,5.21,5.83,0.59,1.2065,Medium-High,Low,0.59
C-BAG-23-020,Fulpingkot,Sindhupalchok,Central,0.76,0.04,6.85,6.57,6.71,0.59,1.2007,Medium-High,Low,0.59
C-NAR-31-026,Kogate,Makwanpur,Central,3.54,0.01,4.99,3.64,4.32,0.59,1.2,Medium-High,Low,0.59
C-BAG-24-044,Kharelthok,Kavrepalanchok,Central,1.67,0.02,6.46,3.31,4.88,0.58,1.1997,Medium-High,Low,0.5879999999999999
C-BAG-28-016,Dangsing,Nuwakot,Central,1.21,0.03,5.91,5.85,5.88,0.58,1.1986,Medium-High,Low,0.586
C-NAR-31-021,Hurnamadi,Makwanpur,Central,0.68,0.07,4.99,3.64,4.32,0.58,1.1949,Medium-High,Low,0.584
C-JAN-19-046,JanakiNagar,Sarlahi,Central,0.38,0.08,4.21,8.35,6.28,0.58,1.1947,Medium-High,Low,0.5820000000000001
C-BAG-27-009,Chalnakhel,Kathmandu,Central,0.83,0.04,8.86,1.82,5.34,0.58,1.194,Medium-High,Low,0.58
C-NAR-33-088,Ratanpuri,Bara,Central,0.3,0.11,4.93,7.2,6.06,0.58,1.1928,Medium-High,Low,0.58
C-BAG-23-076,ThuloPakhar,Sindhupalchok,Central,0.98,0.03,6.85,6.57,6.71,0.58,1.192,Medium-High,Low,0.58
C-NAR-33-034,Dumarwana,Bara,Central,0.15,0.22,4.93,7.2,6.06,0.58,1.1918,Medium-High,Low,0.58
C-BAG-23-028,Haibung,Sindhupalchok,Central,1.14,0.03,6.85,6.57,6.71,0.58,1.1897,Medium-High,Low,0.58
C-JAN-22-003,Bhedapu,Dolakha,Central,0.76,0.04,7.53,5.86,6.7,0.58,1.1861,Medium-High,Low,0.58
C-BAG-29-013,Saramthali,Rasuwa,Central,0.71,0.04,5.46,7.86,6.66,0.58,1.1861,Medium-High,Low,0.58
C-BAG-23-045,Maneswor,Sindhupalchok,Central,0.82,0.03,6.85,6.57,6.71,0.58,1.184,Medium-High,Low,0.58
C-BAG-28-039,Mahakali,Nuwakot,Central,0.9,0.04,5.91,5.85,5.88,0.58,1.1818,Medium-High,Low,0.58
C-NAR-35-016,Jagatpur,Chitawan,Central,0.42,0.11,5.38,2.53,3.96,0.58,1.1818,Medium-High,Low,0.58
C-BAG-23-078,ThumPakhar,Sindhupalchok,Central,0.76,0.04,6.85,6.57,6.71,0.58,1.1803,Medium-High,Low,0.58
C-JAN-22-035,Lapilang,Dolakha,Central,0.56,0.05,7.53,5.86,6.7,0.57,1.1792,Medium-High,Low,0.578
C-BAG-30-027,Lapa,Dhading,Central,0.79,0.04,6.82,5.15,5.99,0.57,1.1778,Medium-High,Low,0.576
C-BAG-23-067,Talramarang,Sindhupalchok,Central,0.87,0.03,6.85,6.57,6.71,0.57,1.1767,Medium-High,Low,0.574
C-BAG-23-037,Karthali,Sindhupalchok,Central,0.82,0.03,6.85,6.57,6.71,0.57,1.1753,Medium-High,Low,0.572
C-BAG-27-006,Bhadrabas,Kathmandu,Central,1.44,0.02,8.86,1.82,5.34,0.57,1.175,Medium-High,Low,0.57
C-BAG-24-087,SisaKhani,Kavrepalanchok,Central,2.14,0.02,6.46,3.31,4.88,0.57,1.1741,Medium-High,Low,0.57
C-JAN-18-013,Bharatpur,Mahottari,Central,0.27,0.11,4.33,8.62,6.48,0.57,1.1738,Medium-High,Low,0.57
C-NAR-33-047,JitpurBhawanipur,Bara,Central,0.14,0.23,4.93,7.2,6.06,0.57,1.1723,Medium-High,Low,0.57
C-BAG-24-045,Kharpachok,Kavrepalanchok,Central,2.22,0.02,6.46,3.31,4.88,0.57,1.1715,Medium-High,Low,0.57
C-BAG-24-010,Birtadeurali,Kavrepalanchok,Central,1.64,0.02,6.46,3.31,4.88,0.57,1.1712,Medium-High,Low,0.57
C-JAN-22-017,Gairimudi,Dolakha,Central,0.63,0.04,7.53,5.86,6.7,0.57,1.1696,Medium-High,Low,0.57
C-BAG-24-088,ThuloParsel,Kavrepalanchok,Central,1.49,0.03,6.46,3.31,4.88,0.57,1.1679,Medium-High,Low,0.57
C-JAN-19-069,Murtiya,Sarlahi,Central,0.31,0.09,4.21,8.35,6.28,0.57,1.166,Medium-High,Low,0.57
C-JAN-22-047,Sunakhani,Dolakha,Central,0.57,0.05,7.53,5.86,6.7,0.57,1.1639,Medium-High,Low,0.57
C-JAN-17-097,TulsiChauda,Dhanusa,Central,0.54,0.05,4.78,7.7,6.24,0.57,1.1628,Medium-High,Low,0.57
C-BAG-23-038,Kiwool,Sindhupalchok,Central,0.89,0.03,6.85,6.57,6.71,0.57,1.1602,Medium-High,Low,0.57
W-LUM-48-051,Pragatinagar,Nawalparasi,Western,0.28,0.14,5.61,3.51,4.56,0.56,1.1575,Medium-High,Low,0.568
W-GAN-37-020,Dhamilikuwa,Lamjung,Western,0.86,0.05,5.98,3.2,4.59,0.56,1.1562,Medium-High,Low,0.5660000000000001
C-JAN-18-068,Shreepur,Mahottari,Central,0.23,0.12,4.33,8.62,6.48,0.56,1.156,Medium-High,Low,0.564
C-NAR-32-086,SakhuwaDhamaura,Rautahat,Central,0.21,0.13,4.38,9.14,6.76,0.56,1.1551,Medium-High,Low,0.562
W-GAN-38-029,Kota,Tanahu,Western,0.92,0.04,6.43,4.04,5.24,0.56,1.1537,Medium-High,Low,0.56
C-BAG-23-062,Sindhukot,Sindhupalchok,Central,0.82,0.03,6.85,6.57,6.71,0.56,1.1512,Medium-High,Low,0.56
C-BAG-23-033,Jethal,Sindhupalchok,Central,1.0,0.03,6.85,6.57,6.71,0.56,1.1499,Medium-High,Low,0.56
C-BAG-24-056,MajhiFeda,Kavrepalanchok,Central,1.32,0.03,6.46,3.31,4.88,0.56,1.1497,Medium-High,Low,0.56
C-BAG-23-047,Marming,Sindhupalchok,Central,0.79,0.03,6.85,6.57,6.71,0.56,1.1497,Medium-High,Low,0.56
C-NAR-35-011,Dibyanagar,Chitawan,Central,0.52,0.09,5.38,2.53,3.96,0.56,1.1473,Medium-High,Low,0.56
C-BAG-27-045,Pukhulachhi,Kathmandu,Central,1.19,0.03,8.86,1.82,5.34,0.56,1.1458,Medium-High,Low,0.56
C-JAN-18-018,Dhamaura,Mahottari,Central,0.18,0.15,4.33,8.62,6.48,0.56,1.1409,Medium-High,Low,0.56
C-BAG-25-025,Kaleswor,Lalitpur,Central,2.58,0.01,8.4,0.82,4.61,0.56,1.1389,Medium-High,Low,0.56
C-BAG-27-007,Bhimdhunga,Kathmandu,Central,1.07,0.03,8.86,1.82,5.34,0.55,1.1376,Medium-High,Low,0.558
C-BAG-28-058,Thanapati,Nuwakot,Central,0.99,0.03,5.91,5.85,5.88,0.55,1.1326,Medium-High,Low,0.556
C-BAG-28-046,Rautbesi,Nuwakot,Central,0.81,0.04,5.91,5.85,5.88,0.55,1.1325,Medium-High,Low,0.554
C-NAR-32-046,Judibela,Rautahat,Central,0.42,0.06,4.38,9.14,6.76,0.55,1.1325,Medium-High,Low,0.552
C-BAG-30-043,Satyadevi,Dhading,Central,0.82,0.03,6.82,5.15,5.99,0.55,1.1299,Medium-High,Low,0.55
C-BAG-27-026,JhorMahankal,Kathmandu,Central,0.74,0.04,8.86,1.82,5.34,0.55,1.1298,Medium-High,Low,0.55
C-JAN-17-084,SakhuwaMahendranagar,Dhanusa,Central,0.15,0.18,4.78,7.7,6.24,0.55,1.1286,Medium-High,Low,0.55
C-NAR-35-029,Parbatipur,Chitawan,Central,0.63,0.07,5.38,2.53,3.96,0.55,1.1279,Medium-High,Low,0.55
C-BAG-23-036,Kalika,Sindhupalchok,Central,1.07,0.02,6.85,6.57,6.71,0.55,1.1272,Medium-High,Low,0.55
C-JAN-21-018,Gelu,Ramechhap,Central,0.43,0.06,7.16,6.06,6.61,0.55,1.124,Medium-High,Low,0.55
C-BAG-23-065,Sunkhani,Sindhupalchok,Central,0.95,0.03,6.85,6.57,6.71,0.55,1.1235,Medium-High,Low,0.55
C-BAG-28-043,Panchkanya,Nuwakot,Central,1.01,0.03,5.91,5.85,5.88,0.55,1.121,Medium-High,Low,0.55
C-BAG-24-047,Koshidekha,Kavrepalanchok,Central,1.85,0.02,6.46,3.31,4.88,0.55,1.1208,Medium-High,Low,0.55
C-JAN-19-084,Raniganj,Sarlahi,Central,0.45,0.06,4.21,8.35,6.28,0.54,1.1152,Medium-High,Low,0.548
C-BAG-23-057,Ramche,Sindhupalchok,Central,0.57,0.04,6.85,6.57,6.71,0.54,1.1119,Medium-High,Low,0.546
C-JAN-22-015,Dudhpokhari,Dolakha,Central,0.95,0.03,7.53,5.86,6.7,0.54,1.1111,Medium-High,Low,0.5440000000000002
C-BAG-24-033,Gothpani,Kavrepalanchok,Central,1.38,0.02,6.46,3.31,4.88,0.54,1.11,Medium-High,Low,0.542
C-BAG-23-075,ThuloDhading,Sindhupalchok,Central,1.09,0.02,6.85,6.57,6.71,0.54,1.1087,Medium-High,Low,0.54
C-JAN-21-035,Manthali,Ramechhap,Central,0.31,0.08,7.16,6.06,6.61,0.54,1.1075,Medium-High,Low,0.54
C-BAG-28-030,Kaule,Nuwakot,Central,0.87,0.03,5.91,5.85,5.88,0.54,1.1074,Medium-High,Low,0.54
C-BAG-28-062,Urleni,Nuwakot,Central,0.65,0.04,5.91,5.85,5.88,0.54,1.1062,Medium-High,Low,0.54
C-JAN-21-034,Maluwajor,Ramechhap,Central,0.65,0.04,7.16,6.06,6.61,0.54,1.1016,Medium-High,Low,0.54
